Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
133184,-1.212682,-2.484824,-6.397186,3.670562,-0.863375,-1.855855,1.017732,-0.544704,-1.703378,-3.739659,1.738124,-2.844449,0.765864,-4.799737,-0.011335,-2.693168,-3.166955,-1.0678,-0.559132,2.908374,1.396872,0.092073,-1.492882,-0.204227,0.532511,-0.293871,0.212663,0.431095,1335,1
17187,1.088375,0.898474,0.394684,3.170258,0.175739,-0.221981,-0.022989,-0.010874,0.860044,-0.592473,1.072728,-2.547557,1.23595,-0.330306,-1.022354,0.335642,2.298998,-0.162096,-1.532707,-0.217358,-0.423554,-0.800852,0.077614,0.167608,0.350182,-0.118941,0.012948,0.054254,3.79,1
166883,2.0919,-0.757459,-1.192258,-0.755458,-0.620324,-0.322077,-1.082511,0.1172,-0.140927,0.249311,1.338318,-0.329759,-0.363591,-1.824839,-0.229679,1.842347,1.194212,0.037467,0.423099,0.037438,0.288253,0.831939,0.142007,0.592615,-0.196143,-0.136676,0.020182,-0.01547,19.95,1
152098,-4.124316,3.748597,-7.926507,7.763242,-0.769375,-2.031171,-3.474549,0.107121,-1.551352,-2.411272,4.480035,-8.83251,-1.215164,-13.725685,1.232744,-4.389688,-5.81092,-1.255422,1.114033,-0.181979,0.547097,0.687854,0.429939,-0.620601,-0.369688,0.367349,-2.664767,0.417101,1,1
152710,0.051075,1.310427,0.733222,2.620282,1.402358,0.528489,1.086014,-0.146423,-1.724333,1.280167,0.470865,0.435542,0.594974,-0.142099,-2.024735,0.828291,-1.274787,0.134277,-1.489434,-0.125877,0.229936,0.766927,-0.189624,0.766853,-0.141401,-0.077278,-0.297595,-0.221816,2.47,1
68207,-13.192671,12.785971,-9.90665,3.320337,-4.801176,5.760059,-18.750889,-37.353443,-0.39154,-5.052502,4.406806,-4.610756,-1.909488,-9.072711,-0.226074,-6.211557,-6.248145,-3.149247,0.051576,-3.49305,27.202839,-8.887017,5.303607,-0.639435,0.263203,-0.108877,1.269566,0.939407,1,1
43028,-1.109646,0.811069,-1.138135,0.935265,-2.330248,-0.116106,-1.621986,0.458028,-0.912189,-2.961996,2.778968,-2.3796,0.918963,-4.015787,-0.53001,-2.815888,-6.649358,-1.746113,1.083407,0.168891,0.641594,0.841755,0.176728,0.081004,-0.258899,0.707654,0.418649,0.080756,204.27,1
68207,-13.192671,12.785971,-9.90665,3.320337,-4.801176,5.760059,-18.750889,-37.353443,-0.39154,-5.052502,4.406806,-4.610756,-1.909488,-9.072711,-0.226074,-6.211557,-6.248145,-3.149247,0.051576,-3.49305,27.202839,-8.887017,5.303607,-0.639435,0.263203,-0.108877,1.269566,0.939407,1,1
55760,-6.003422,-3.930731,-0.007045,1.714669,3.414667,-2.329583,-1.901512,-2.746111,0.887673,-0.049233,-0.153131,-0.81431,-1.894796,-0.831483,1.387289,1.188907,0.536817,-0.051403,-1.231386,-4.128186,1.101671,-0.992494,-0.698259,0.139898,-0.205151,-0.472412,1.775378,-0.104285,311.91,1
8169,0.857321,4.093912,-7.423894,7.380245,0.973366,-2.730762,-1.496497,0.543015,-2.35119,-3.944238,6.355078,-7.309748,0.748451,-9.057993,-0.648945,-1.073117,1.524501,1.831364,-0.089724,0.483303,0.375026,0.1454,0.240603,-0.234649,-1.004881,0.435832,0.618324,0.148469,1,1
143354,1.118331,2.074439,-3.837518,5.44806,0.071816,-1.020509,-1.808574,0.521744,-2.032638,-2.732792,3.274075,-3.541687,-0.94682,-7.555729,-1.767005,-0.642333,-2.114429,0.183327,-1.177793,0.163513,0.289861,-0.172718,-0.02191,-0.37656,0.192817,0.114107,0.500996,0.259533,1,1
154181,-0.549615,2.219075,-3.522024,0.236995,1.087469,-1.23553,-0.279313,0.514361,-1.849927,-3.443819,2.214,-1.689836,0.498438,-4.393634,-1.270841,-1.176629,-1.859739,-0.049419,0.385263,0.126518,0.36413,0.210428,-0.366019,0.015803,0.349212,0.647302,0.171929,0.117188,0.76,1
41164,-5.932778,4.571743,-9.427247,6.577056,-6.115218,-3.661798,-10.894079,3.70921,-5.859524,-12.981619,8.265295,-14.154165,0.479843,-16.337596,1.646045,-12.375397,-21.090613,-7.724546,3.856375,1.191078,2.014272,-0.167417,0.049968,0.38443,-0.077884,0.565493,1.792012,0.371007,5.3,1
70270,-1.512516,1.133139,-1.601052,2.813401,-2.664503,-0.310371,-1.520895,0.852996,-1.496495,-4.056293,1.553756,-2.743551,1.504541,-5.428788,-0.016017,-3.727188,-3.9463,-1.680286,2.303613,1.249586,0.729828,0.485286,0.567005,0.323586,0.040871,0.825814,0.414482,0.267265,318.11,1
93853,-6.185857,7.102985,-13.030455,8.010823,-7.885237,-3.97455,-12.229608,4.971232,-4.248307,-12.965481,8.688308,-17.182918,0.069577,-14.116156,0.959032,-12.375334,-18.716765,-6.522015,3.517955,0.48393,2.502772,0.481691,0.480958,0.360319,-0.293354,-0.199193,-0.203917,0.398927,44.9,1
70229,0.315642,1.636778,-1.51965,4.028571,-1.186794,-0.789813,-2.279807,0.472988,-1.657635,-2.89499,1.601985,-2.824946,1.269204,-5.591364,-0.974827,-2.737795,-4.961534,-2.224797,-0.136117,0.388885,0.345921,-0.108002,-0.165442,0.279895,0.808783,0.117363,0.589595,0.309064,3.79,1
472,-3.043541,-3.157307,1.088463,2.288644,1.359805,-1.064823,0.325574,-0.067794,-0.270953,-0.838587,-0.414575,-0.503141,0.676502,-1.692029,2.000635,0.66678,0.599717,1.725321,0.283345,2.102339,0.661696,0.435477,1.375966,-0.293803,0.279798,-0.145362,-0.252773,0.035764,529,1
67571,-0.758469,-0.04541,-0.168438,-1.313275,-1.901763,0.739433,3.071892,-0.483422,0.618203,-1.76906,-0.651414,-0.005423,-0.517194,0.21747,0.883559,-1.173978,0.243347,-0.342301,0.687056,-0.0325,0.042619,0.397224,0.072229,-0.242276,0.560916,-0.540955,0.150606,-0.11714,549.06,1
165981,-5.766879,-8.402154,0.056543,6.950983,9.880564,-5.773192,-5.748879,0.721743,-1.076274,2.68867,-1.475145,-0.050468,0.1135,0.984344,0.363969,-0.674357,0.327464,0.09147,1.307941,2.493224,0.880395,-0.130436,2.241471,0.665346,-1.890041,-0.120803,0.073269,0.583799,0,1
42474,-3.843009,3.37511,-5.492893,6.136378,2.797195,-2.646162,-1.668931,-2.617552,-3.945843,-4.565252,4.097216,-5.450916,-0.965693,-10.904459,0.526948,-1.139754,0.83564,0.389774,-1.439608,0.054796,-1.277812,0.719652,0.451125,-0.258094,0.656129,0.556676,0.739383,-0.20305,1,1
151029,-3.818214,2.551338,-4.759158,1.636967,-1.1679,-1.678413,-3.144732,1.245106,-1.692541,-4.759931,3.642257,-4.165202,0.70307,-7.624316,-1.498012,-4.079992,-6.717177,-1.88755,1.356748,0.164453,0.837685,0.761712,-0.417694,-0.469712,-0.225934,0.586415,-0.348107,0.087777,10.7,1
83934,-0.433222,2.428379,-3.996454,4.871299,-1.796308,-0.586868,-4.654543,1.28523,-2.743539,-5.638941,4.343743,-6.655734,-0.293109,-9.505141,-1.396149,-4.850323,-10.006253,-2.789598,0.982584,0.745029,0.713559,-0.408954,-0.32089,-0.80423,0.962852,0.199558,1.094533,0.541148,1,1
154278,-1.600211,-3.48813,-6.459303,3.246816,-1.614608,-1.260375,0.288223,-0.048964,-0.734975,-4.441484,2.944375,-3.805469,-2.102227,-6.106183,-0.641736,-1.555963,-2.084067,0.394247,0.08338,3.189355,1.191175,-0.967141,-1.463421,-0.624231,-0.176462,0.400348,0.152947,0.477775,1504.93,1
93879,-12.833631,7.50879,-20.491952,7.46578,-11.575304,-5.140999,-14.020564,8.33212,-4.337713,-15.563791,7.61082,-15.592323,0.504789,-13.247889,-0.796526,-10.342328,-16.044524,-5.882136,1.573698,-1.378923,2.966842,0.615344,-0.766495,0.431261,-0.104975,-0.010091,-2.400811,-0.720557,104.03,1
70828,0.196707,1.189757,0.704882,2.891388,0.045555,1.24573,-1.198714,-2.421616,-1.232089,0.324239,-1.273935,-0.868686,-1.181945,1.027584,1.688132,0.256216,0.120608,-0.052346,0.329827,0.646616,-1.328132,0.189311,-0.005524,-0.814708,0.400924,0.286281,0.135215,0.257315,0.76,1
58199,0.340391,2.015233,-2.77733,3.812024,-0.461729,-1.152022,-2.001959,0.548681,-2.344042,-3.076699,3.554738,-3.969689,-0.932184,-5.876067,-0.066739,-1.495281,-4.424757,-0.619323,-0.231198,0.326773,0.299769,-0.583283,-0.187696,-0.329256,0.732328,0.05808,0.553143,0.318832,1.75,1
150138,-2.150855,2.187917,-3.430516,0.119476,-0.17321,0.2907,-2.808988,-2.679351,-0.556685,-4.485483,1.903999,-2.644219,-0.982273,-4.691151,-0.69308,-2.553251,-3.483436,-0.064852,1.490329,0.532145,-0.073205,0.561496,-0.075034,-0.437619,0.353841,-0.521339,0.144465,0.026588,50,1
39729,-0.964567,-1.643541,-0.187727,1.158253,-2.458336,0.852222,2.785163,-0.303609,0.940006,-1.965309,0.159744,-0.490697,-1.181977,-1.958876,1.152743,-1.341269,2.498325,0.777831,1.406045,1.784449,0.44718,0.536204,1.634061,0.203839,0.218749,-0.221886,-0.308555,-0.1645,776.83,1
41233,-10.6458,5.918307,-11.671043,8.807369,-7.975501,-3.586806,-13.616797,6.428169,-7.368451,-12.888158,6.854953,-13.211695,1.035612,-13.778956,1.040448,-11.290328,-20.578022,-7.547824,3.11848,-0.04617,2.57197,0.206809,-1.667801,0.558419,-0.027898,0.354254,0.273329,-0.152908,0,1
8878,-2.661802,5.856393,-7.653616,6.379742,-0.060712,-3.13155,-3.10357,1.778492,-3.831154,-7.191604,7.102989,-9.9287,-0.067498,-10.924187,-1.697914,-2.379421,-2.775114,0.273799,-1.382188,0.399097,0.734775,-0.435901,-0.384766,-0.286016,1.007934,0.413196,0.280284,0.303937,1,1
21662,-18.018561,10.5586,-24.667741,11.78618,-10.564657,-2.645681,-18.023468,2.693655,-6.219464,-12.744761,9.318138,-13.377857,1.021924,-12.784346,-0.451146,-7.551365,-11.325997,-4.701253,0.516317,1.007703,-2.319479,0.908839,1.352904,-1.059222,0.185751,0.687037,2.078081,-1.429517,1,1
26863,-21.20912,12.652197,-23.553933,6.174078,-16.026658,-4.422195,-16.229444,14.116002,-3.922741,-8.720245,5.493887,-7.740816,0.384814,-8.078241,-0.0149,-6.701289,-13.159267,-4.903031,1.146275,1.602439,1.75844,-1.522588,-0.90386,0.130166,1.454857,-0.223214,1.550928,0.46146,99.99,1
18399,-14.474437,6.503185,-17.712632,11.270352,-4.150142,-3.372098,-16.535807,-1.443947,-6.815273,-13.670545,10.545263,-15.0227,0.171633,-15.066374,-0.259576,-8.668739,-12.804141,-5.11662,0.5792,1.10125,-2.475962,0.342391,-3.564508,-0.81814,0.153408,0.755079,2.706566,-0.992916,1,1
102542,-1.456876,3.740306,-7.404518,7.440964,-1.549878,-1.661697,-5.757213,1.615011,-2.194881,-6.807135,6.825793,-10.399749,1.836449,-11.872845,-3.642393,-6.044103,-9.750776,-3.116372,0.065317,0.529557,0.957897,0.145339,-0.044704,-0.544962,-0.757757,-0.005352,0.318152,-0.323554,2.28,1
97121,-17.976266,12.864989,-19.575066,11.34512,-13.998646,-0.3549,-23.78347,-4.872353,-8.504285,-16.601197,5.569258,-13.932249,-0.204855,-7.581023,-1.013612,-9.014813,-16.092032,-6.050148,1.661029,2.419921,-4.300432,2.865772,1.489302,0.386039,-0.232392,0.413827,-3.255981,-0.538963,8.64,1
41170,-6.498086,4.750515,-8.966558,7.098854,-6.958376,-2.822126,-10.333406,4.031907,-6.648778,-11.634414,6.877571,-13.697686,0.46304,-13.044182,-0.309229,-12.31758,-24.019099,-9.335193,1.95189,0.568338,2.158143,0.11151,0.216414,0.584661,0.76036,0.081972,1.415068,0.035124,83.38,1
41991,-4.566342,3.353451,-4.572028,3.616119,-2.493138,-1.09,-5.551433,0.447783,-2.424414,-5.699922,3.586824,-6.636229,-1.128176,-7.24555,0.638326,-6.85681,-8.851879,-4.591883,0.93694,-0.249128,2.674466,-0.02088,-0.302447,-0.086396,-0.51606,-0.295102,0.195985,0.141115,1,1
25254,-17.275191,10.819665,-20.363886,6.046612,-13.465033,-4.166647,-14.409448,11.580797,-4.073856,-9.153368,6.210883,-8.778572,-0.061367,-9.574662,0.049289,-7.418487,-14.102772,-5.016423,1.390314,1.54497,1.729804,-1.208096,-0.726839,0.11254,1.119193,-0.233189,1.684063,0.50374,99.99,1
156710,0.202402,1.17627,0.346379,2.882138,1.407133,-0.504355,1.438537,-0.395603,-1.555142,1.081514,-1.514205,-0.973764,-0.709928,0.141332,-1.470314,0.418268,-0.828193,-0.302239,-1.76235,-0.206239,0.24256,0.84123,-0.370157,-0.026012,0.491954,0.234576,-0.279788,-0.331933,7.59,1
93742,-3.291125,4.401194,-8.394212,4.45358,-4.790055,-4.240182,-9.219001,1.97403,-2.912943,-13.540168,9.41304,-18.047597,-0.728187,-15.393045,0.349485,-13.303888,-21.297906,-7.262311,2.274226,1.490869,2.102343,0.59737,-0.328086,0.445752,0.585281,-0.399005,2.116004,1.050744,1,1
71033,-3.170818,0.185735,-3.399852,3.761155,-2.148047,-1.598944,-2.519565,1.316215,-2.400106,-4.993417,4.447192,-5.29376,-1.419578,-6.425276,0.914083,-3.515197,-6.347453,-0.903512,1.191606,1.932254,1.092051,-0.04108,0.904395,0.180016,0.04997,-0.2571,0.859282,0.225924,426.4,1
27163,-23.914101,13.765942,-25.733734,6.290918,-17.784824,-4.572498,-17.390764,15.794136,-3.819832,-8.442262,5.020112,-7.046428,0.692785,-7.076899,-0.046535,-6.208238,-12.532062,-4.828858,0.978636,1.640037,1.773399,-1.748426,-1.093104,0.147807,1.663792,-0.221024,1.458076,0.430315,99.99,1
102489,-2.296987,4.064043,-5.957706,4.680008,-2.080938,-1.463272,-4.490847,1.029246,-1.593249,-8.993811,7.864467,-10.64984,1.826591,-12.913632,-0.76633,-7.954098,-7.809635,-1.718511,3.832985,1.264954,1.089084,0.975398,-0.62553,-0.535181,0.247435,0.1604,0.969582,0.335041,104,1
82289,-1.464897,1.975528,-1.077145,2.819191,0.06985,-0.789044,-1.196101,0.673654,-1.363724,-2.932895,0.301369,-3.246141,-0.46564,-5.429362,-1.304983,-0.953623,-2.727343,-0.636437,-0.927124,0.048969,0.174099,-0.272505,-0.031549,-0.406166,0.157769,-0.104393,0.073796,-0.04157,1,1
72824,-1.111495,-0.257575,2.25021,1.152671,0.432904,1.254126,-0.584163,-0.609682,1.014602,0.334533,0.826375,0.196887,-1.885993,-0.472026,-0.578141,-1.243007,0.57046,-0.159057,0.407188,-0.510614,0.862913,0.927825,-0.343058,-0.256268,-0.600742,-0.180331,0.026762,-0.358335,45.03,1
59385,-7.626924,-6.97642,-2.077911,3.416754,4.458758,-5.080408,-6.578948,1.760341,-0.599509,-4.001742,2.611762,-2.210691,0.145323,-5.281678,-1.446227,-2.342178,-4.442082,-0.812202,0.254772,2.87526,1.224795,-0.656639,-0.330811,-0.078946,0.270306,0.431119,0.821381,-1.056088,18.98,1
41308,-13.68076,6.990389,-13.770001,8.694897,-11.426968,-2.919845,-14.594562,8.622905,-8.090697,-12.780634,5.330601,-11.898065,1.595993,-9.560169,0.596404,-11.380996,-21.536802,-8.485356,3.517611,-0.877392,2.989553,0.497599,-0.50929,0.732503,0.280528,0.280037,-1.406687,-0.663643,0.76,1
34256,0.539276,1.55489,-2.06618,3.241617,0.184736,0.02833,-1.515521,0.537035,-1.999846,-2.133176,2.756172,-2.242864,0.615204,-4.652804,0.222164,-0.775666,-3.218618,-0.370993,-0.686197,0.302735,0.371773,0.111955,-0.305225,-1.053835,0.771175,0.240878,0.418435,0.23217,19.02,1
51112,-9.848776,7.365546,-12.898538,4.273323,-7.611991,-3.427045,-8.350808,6.863604,-2.387567,-6.065782,2.707856,-6.136034,-0.545976,-7.02898,0.916069,-4.092884,-7.014622,-2.530967,0.554027,0.832398,0.931958,-0.874467,-0.192639,-0.035426,0.538665,-0.263934,1.134095,0.225973,99.99,1
52814,-1.101847,-1.632441,0.901067,0.847753,-1.249091,0.654937,1.448868,0.023308,-0.136742,-0.150129,1.172355,-0.795988,-2.136951,0.578869,1.412115,0.013467,-0.119204,0.826814,0.47686,1.230278,0.610654,0.835795,1.179955,-0.029091,-0.300896,0.699175,-0.336072,-0.177587,519.9,1
100924,-23.984747,16.697832,-22.209875,9.584969,-16.230439,2.596333,-33.239328,-21.560039,-10.842526,-19.836149,3.223233,-10.895134,-1.523452,0.116303,-3.098805,-7.606425,-18.108261,-7.511866,-1.243285,5.804551,-12.615023,5.774087,2.750221,0.513411,-1.608804,-0.459624,-4.626127,-0.334561,1,1
41607,-18.247513,8.71325,-17.880127,9.249459,-14.541213,-1.911564,-18.01466,5.522162,-9.283925,-14.557159,4.392436,-10.380073,1.611821,-6.91764,0.158841,-10.328242,-20.254556,-8.534523,3.256534,-0.526368,0.598843,0.615319,-0.486499,0.739268,-0.236845,-0.046082,-3.011473,-1.022147,53.95,1
169351,-0.676143,1.126366,-2.2137,0.468308,-1.120541,-0.003346,-2.234739,1.210158,-0.65225,-3.463891,1.794969,-2.775022,-0.41895,-4.057162,-0.712616,-1.603015,-5.035326,-0.507,0.266272,0.247968,0.751826,0.834108,0.190944,0.03207,-0.739695,0.471111,0.385107,0.194361,77.89,1
36170,-5.685013,5.776516,-7.064977,5.902715,-4.715564,-1.755633,-6.958679,3.877795,-5.541529,-7.502112,3.676703,-7.642983,1.689865,-8.29966,0.646996,-6.792795,-12.075932,-4.88218,2.626625,0.299489,1.128641,-0.96296,-0.110045,-0.177733,-0.089175,-0.049447,0.303445,0.21938,111.7,1
154599,0.667714,3.041502,-5.845112,5.967587,0.213863,-1.462923,-2.688761,0.677764,-3.447596,-4.707571,4.90582,-5.208374,0.532498,-10.544011,-1.307419,-2.133593,-5.133081,-1.062151,-0.819371,0.558425,0.32976,-0.941383,-0.006075,-0.958925,0.239298,-0.067356,0.821048,0.426175,6.74,1
93860,-10.850282,6.727466,-16.760583,8.425832,-10.252697,-4.192171,-14.077086,7.168288,-3.683242,-15.239962,8.030708,-16.060306,0.27053,-14.952981,-0.241095,-11.866731,-15.48699,-5.748652,4.130031,-0.646818,2.541637,0.135535,-1.023967,0.406265,0.106593,-0.026232,-1.46463,-0.411682,78,1
41743,-2.144411,1.073499,-2.773663,1.384394,-4.015477,0.747235,1.525638,0.192988,-2.431862,-4.155838,4.354775,-2.8724,0.468875,-4.555667,0.699671,-2.901141,-4.674667,-2.213623,1.296165,0.668124,0.144653,-0.885682,0.625099,0.096527,-0.189455,0.532908,0.423045,-0.210266,802.52,1
102622,-2.877176,4.569649,-9.553069,4.441079,-3.653961,-1.877981,-3.514353,1.547608,-2.503304,-7.575634,7.002136,-9.959194,2.122072,-8.884872,-1.644857,-7.189926,-10.445105,-3.271908,1.482277,0.105615,1.272896,1.300268,-0.00395,-0.360848,-0.597526,-0.390901,0.592197,-0.24101,346.94,1
102572,-28.709229,22.057729,-27.855811,11.845013,-18.983813,6.474115,-43.557242,-41.044261,-13.320155,-24.588262,3.481952,-9.128341,-3.008255,0.79658,-2.102299,-5.660366,-13.032785,-5.392349,-0.901041,11.059004,-22.797604,8.316275,5.46623,0.023854,-1.527145,-0.145225,-5.682338,-0.439134,0.01,1
18675,-12.339603,4.488267,-16.587073,10.107274,-10.420199,0.13067,-15.600323,-1.157696,-5.304631,-12.938929,8.805682,-13.55613,1.165464,-9.809882,0.369987,-9.50521,-17.54203,-6.792638,2.069377,-0.085501,-2.08961,1.745315,1.376816,-0.554271,-1.610741,0.153725,1.212477,-1.86929,188.78,1
44393,-4.617461,3.663395,-5.297446,3.88096,-3.263551,-0.918547,-5.715262,0.83104,-2.457034,-5.726817,3.525726,-6.489112,-1.012791,-7.052311,0.784445,-6.773977,-8.58807,-4.510892,1.147878,-0.346456,2.698175,-0.027081,0.366775,-0.123011,-0.300457,-0.239996,-0.183463,-0.07336,1,1
144808,-2.405207,2.943823,-7.616654,3.533374,-5.417494,-0.112632,-1.329372,1.709417,-2.322716,-6.540989,4.404578,-4.938159,-0.740985,-7.462961,0.534968,-4.671032,-4.472403,-0.98209,3.490069,-0.338707,0.652683,0.414132,0.023869,-0.260616,0.405316,0.029107,0.519807,-0.469537,667.55,1
87883,-1.360293,-0.458069,-0.700404,2.737229,-1.005106,2.891399,5.802537,-1.933197,-1.017717,1.987862,0.504116,-0.863431,-0.18445,-1.016916,-1.55941,1.154313,-2.043858,-0.151699,-0.943514,-1.493401,-0.93699,-0.053812,0.580106,0.216927,0.151643,-0.332115,-0.4698,-1.495006,829.41,1
28658,-28.524268,15.876923,-29.468732,6.447591,-20.786,-4.865613,-19.501084,18.748872,-3.64299,-7.939642,4.184674,-5.835075,1.21596,-5.330144,-0.118631,-5.367775,-11.431757,-4.696924,0.692688,1.706889,1.80577,-2.119376,-1.31745,0.169846,2.051687,-0.210502,1.301734,0.380246,99.99,1
93824,-3.632809,5.437263,-9.136521,10.307226,-5.42183,-2.864815,-10.634088,3.018127,-4.89164,-11.235048,8.788784,-18.553697,-0.339533,-15.623187,-0.188979,-12.427961,-20.159047,-6.888891,2.586093,1.354065,2.30988,0.97866,-0.09613,0.432377,-0.435628,0.650893,1.693608,0.857685,8.54,1
85864,-3.365265,2.928541,-5.660999,3.89116,-1.840375,-1.800887,-5.558679,2.402322,-2.848923,-5.995676,4.221304,-6.119667,0.023014,-8.149322,-0.301352,-5.375283,-9.315001,-2.487563,2.355919,0.576379,0.87526,-0.102501,-0.606283,-0.743165,0.096319,-0.13506,1.238695,0.099824,1,1
76876,-1.298359,1.079671,-0.180678,1.287839,1.858273,-2.223695,0.525167,-0.096874,-0.168893,-2.54441,0.707,-0.835696,-1.022117,-4.993992,-0.455707,1.315365,3.6392,1.623426,-1.539339,-0.187572,-0.332983,-0.85127,-0.3708,0.298242,0.44293,-0.522832,0.000105,0.135698,1,1
68357,1.232604,-0.548931,1.087873,0.894082,-1.433055,-0.356797,-0.717492,0.003167,-0.100397,0.543187,-1.039417,0.285262,-0.206007,-0.498522,-1.064108,-2.156037,0.564761,0.837857,-0.72899,-0.576274,-0.448671,-0.517568,0.012833,0.699217,0.527258,-0.322607,0.080805,0.035427,19.59,1
35942,-4.194074,4.382897,-5.118363,4.45523,-4.812621,-1.224645,-7.281328,3.33225,-3.679659,-7.524368,2.954344,-7.099825,1.520369,-7.687803,-0.225002,-8.52085,-13.2773,-5.253705,3.623332,0.579098,1.550473,0.614573,0.028521,0.013704,-0.149512,-0.131687,0.473934,0.473757,14.46,1
84694,-4.868108,1.26442,-5.167885,3.193648,-3.045621,-2.096166,-6.44561,2.422536,-3.214055,-8.745973,5.416042,-8.164125,-0.165011,-10.19353,-1.89521,-7.360475,-14.668771,-4.877119,1.38561,0.66731,1.269205,0.057657,0.629307,-0.168432,0.443744,0.276539,1.441274,-0.127944,12.31,1
147501,-1.611877,-0.40841,-3.829762,6.249462,-3.360922,1.147964,1.858425,0.474858,-3.838399,-1.445375,2.1139,-3.259702,-0.315347,-1.808103,-0.741877,-2.98692,-4.815863,-1.271655,1.701685,2.425677,1.245582,0.616383,2.251439,-0.066096,0.53871,0.541325,-0.136243,-0.009852,996.27,1
88672,-3.859881,2.632881,-5.264265,3.446113,-0.675231,-1.904959,-3.291041,-0.985766,-1.168114,-3.936294,4.256564,-6.600654,0.005626,-9.958531,2.471358,-5.700141,-6.388093,-1.838159,2.993174,-0.178626,1.664119,0.785075,0.068412,0.778961,-0.863166,-0.00681,-1.065734,1.773326,1.18,1
157284,-0.242245,4.147186,-5.672349,6.493741,1.591168,-1.602523,-0.950463,0.722903,-4.128505,-3.963224,4.469467,-4.655071,-0.441776,-10.149813,0.612798,-0.288725,1.404507,2.132081,0.7072,0.56203,0.249023,-0.480286,-0.28608,-1.153575,-0.035571,0.559628,0.409446,0.221048,0.77,1
8090,-1.783229,3.402794,-3.822742,2.625368,-1.976415,-2.731689,-3.430559,1.413204,-0.776941,-6.199882,4.366713,-8.243262,0.345761,-6.59055,0.265576,-3.028452,-4.214486,-1.213608,-0.265422,0.364089,0.454032,-0.577526,0.045967,0.4617,0.044146,0.305704,0.530981,0.243746,1,1
32686,0.287953,1.728735,-1.652173,3.813544,-1.090927,-0.984745,-2.202318,0.555088,-2.033892,-2.734156,2.368434,-3.656803,-0.169535,-4.744413,0.765193,-2.479514,-4.931112,-2.547403,-0.90269,0.26525,0.262202,-0.633528,0.092891,0.187613,0.368708,-0.132474,0.576561,0.309843,0,1
84204,-1.927453,1.827621,-7.019495,5.348303,-2.739188,-2.107219,-5.015848,1.205868,-4.382713,-8.337707,7.190306,-9.424844,-0.223293,-12.875494,-0.071918,-6.299961,-12.719207,-3.740176,0.84406,2.172709,1.376938,-0.792017,-0.771414,-0.379574,0.718717,1.111151,1.277707,0.819081,512.25,1
139951,-2.921944,-0.228062,-5.877289,2.201884,-1.93544,0.631141,-1.245106,1.511348,-1.899987,-6.428231,4.229154,-5.292314,-0.888087,-7.67225,0.547571,-4.30706,-5.701174,-1.772803,-0.193132,2.230735,1.441622,0.895528,1.385511,-2.028024,0.509131,0.172643,0.726781,0.234514,723.21,1
28143,-27.143678,15.365804,-28.407424,6.370895,-20.087878,-4.666313,-18.709479,17.903574,-3.722279,-8.120962,4.419943,-6.210941,1.063837,-5.843528,-0.108836,-5.606597,-11.756256,-4.714947,0.783578,1.703888,1.796826,-1.960974,-0.902247,0.144011,2.024388,-0.204214,1.332153,0.385891,99.99,1
51155,-11.205461,7.914633,-13.987752,4.333341,-8.48497,-3.506561,-8.935243,7.704449,-2.336584,-5.927359,2.470401,-5.788517,-0.391939,-6.527462,0.899859,-3.847293,-6.700637,-2.492616,0.469554,0.860912,0.942593,-0.987848,-0.279446,-0.027299,0.644344,-0.263078,1.084023,0.211933,99.99,1
35585,-2.019001,1.49127,0.005222,0.817253,0.973252,-0.639268,-0.974073,-3.146929,-0.003159,-0.121653,0.02437,-1.073812,-2.002769,-0.895434,1.748936,-0.103527,2.031196,0.317598,0.386761,-1.029965,2.839596,-1.185443,-0.142812,-0.086103,-0.329113,0.523601,0.626283,0.15244,0.76,1
160243,-2.783865,1.596824,-2.084844,2.512986,-1.446749,-0.828496,-0.732262,-0.203329,-0.347046,-2.162061,1.966123,-3.127456,0.506574,-5.926131,0.931091,-2.499307,-3.712752,-1.142133,0.626241,-0.515001,0.203563,0.293268,0.199568,0.146868,0.163602,-0.624085,-1.3331,0.428634,156,1
91075,-1.855061,1.554964,-1.405809,0.669327,-0.28023,1.178652,-3.459979,-2.815155,1.242229,-4.156354,2.209441,-5.122314,0.661297,-3.103938,-2.41087,-2.425016,-3.960623,-0.125018,0.600397,0.536916,-0.095308,0.946629,-0.297403,-0.368344,0.198731,-0.078591,0.366709,0.073767,38.76,1
8614,-2.169929,3.639654,-4.508498,2.730668,-2.122693,-2.341017,-4.235253,1.703538,-1.305279,-6.71672,6.353612,-8.601648,0.44993,-7.506169,-0.438082,-3.694516,-6.304753,-1.267587,0.357987,0.500779,0.645103,-0.503529,-0.000523,0.071696,0.092007,0.308498,0.552591,0.298954,1,1
65385,-2.923827,1.524837,-3.018758,3.289291,-5.755542,2.218276,-0.509995,-3.569444,-1.016592,-4.320536,1.277202,-3.70175,-0.97187,-4.857777,0.090606,-2.801502,-4.186808,-1.648406,1.176446,-0.447039,-0.511657,-0.122724,-4.288639,0.563797,-0.949451,-0.204532,1.510206,-0.324706,1354.25,1
